unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1.65E+12,21/05/2022 23:00,BTC/USDT,29414.25,29538.66,29408.36,29445.06,664.25561,19570533.12,22314
1.65E+12,21/05/2022 22:00,BTC/USDT,29352.55,29414.26,29311.07,29414.26,438.38109,12870090.24,19918
1.65E+12,21/05/2022 21:00,BTC/USDT,29429.29,29464.65,29340,29352.56,523.57591,15398666.66,21705
1.65E+12,21/05/2022 20:00,BTC/USDT,29464.32,29523.98,29350,29429.29,616.85678,18162792.22,22631
1.65E+12,21/05/2022 19:00,BTC/USDT,29478.06,29580.02,29428.65,29464.31,1031.24076,30422195.4,28182
1.65E+12,21/05/2022 18:00,BTC/USDT,29408.74,29493.4,29404.25,29478.06,790.55474,23287052.49,26966
1.65E+12,21/05/2022 17:00,BTC/USDT,29563.17,29600,29390.62,29408.74,1058.6018,31202513.74,30652
1.65E+12,21/05/2022 16:00,BTC/USDT,29552.47,29656.18,29495.93,29563.17,1253.02269,37046655.39,37984
1.65E+12,21/05/2022 15:00,BTC/USDT,29405.91,29645.7,29277.77,29552.47,1867.02437,54980195.16,39741
1.65E+12,21/05/2022 14:00,BTC/USDT,29308.94,29484.9,29258.99,29405.92,1114.27013,32725767.92,26653
1.65E+12,21/05/2022 13:00,BTC/USDT,29293.04,29371.28,29240,29308.93,595.35987,17447663.33,21393
1.65E+12,21/05/2022 12:00,BTC/USDT,29288,29347.56,29190,29293.05,767.28339,22464849.33,23239
1.65E+12,21/05/2022 11:00,BTC/USDT,29299.88,29319.99,29168.68,29288,749.58983,21919788.39,24942
1.65E+12,21/05/2022 10:00,BTC/USDT,29342.88,29432.29,29218.49,29299.87,985.38704,28896320.19,25225
1.65E+12,21/05/2022 09:00,BTC/USDT,29375.04,29384.31,29246.74,29342.89,693.20507,20319247.72,22345
1.65E+12,21/05/2022 08:00,BTC/USDT,29423.18,29481.1,29357.76,29375.04,763.04671,22445063.06,20162
1.65E+12,21/05/2022 07:00,BTC/USDT,29362.93,29566,29320,29423.18,1553.5242,45755167.82,33186
1.65E+12,21/05/2022 06:00,BTC/USDT,29286.28,29376.1,29230.03,29362.93,624.52065,18302279.06,20220
1.65E+12,21/05/2022 05:00,BTC/USDT,29255.16,29325,29223.52,29286.28,710.75511,20800425.63,26663
1.65E+12,21/05/2022 04:00,BTC/USDT,29258.17,29272.18,29205.23,29255.16,450.96651,13187523.86,16170
1.65E+12,21/05/2022 03:00,BTC/USDT,29228.97,29288.01,29124.59,29258.18,711.88315,20786574.05,27919
1.65E+12,21/05/2022 02:00,BTC/USDT,29150,29258.57,29076.14,29228.98,729.63095,21294014.82,25383
1.65E+12,21/05/2022 01:00,BTC/USDT,29279.16,29300,28947.28,29150,1490.97084,43409580.52,44878
1.65E+12,21/05/2022 00:00,BTC/USDT,29201.01,29347.52,29164.95,29279.17,803.22404,23499703.87,35015
1.65E+12,20/05/2022 23:00,BTC/USDT,29152.93,29391.4,29152,29201.01,1181.97964,34610627.85,42611
1.65E+12,20/05/2022 22:00,BTC/USDT,29183.59,29326.82,29140,29152.93,1054.48586,30828846.93,35714
1.65E+12,20/05/2022 21:00,BTC/USDT,29141.89,29311.38,29134.99,29183.6,913.41767,26704419.57,29124
1.65E+12,20/05/2022 20:00,BTC/USDT,29291.55,29357.72,29123.77,29141.88,1581.87295,46261193.62,37688
1.65E+12,20/05/2022 19:00,BTC/USDT,29009.99,29359.23,28934.28,29291.55,3188.34541,92954073.1,71379
1.65E+12,20/05/2022 18:00,BTC/USDT,28959.22,29093.32,28813.45,29010,2222.21454,64255959.86,69059
1.65E+12,20/05/2022 17:00,BTC/USDT,28901.09,29025.25,28734,28959.22,3643.01702,105211514,75808
1.65E+12,20/05/2022 16:00,BTC/USDT,29152.9,29152.91,28730,28901.08,5405.72354,156451127.3,105545
1.65E+12,20/05/2022 15:00,BTC/USDT,29489.32,29491.84,29071.39,29152.9,5363.9516,157061886.8,115781
1.65E+12,20/05/2022 14:00,BTC/USDT,30362.55,30367.29,29400,29489.33,5657.19893,168713755.9,126840
1.65E+12,20/05/2022 13:00,BTC/USDT,30250.25,30425,30103.06,30362.53,3690.10434,111748532,93981
1.65E+12,20/05/2022 12:00,BTC/USDT,30414.06,30449.98,30080.74,30250.25,2170.2701,65678707.89,67524
1.65E+12,20/05/2022 11:00,BTC/USDT,30418.99,30535.4,30239.08,30414.07,2490.74402,75727578.8,58730
1.65E+12,20/05/2022 10:00,BTC/USDT,30301.81,30430.16,30262.28,30418.99,1518.64498,46053308.62,50404
1.65E+12,20/05/2022 09:00,BTC/USDT,30183.99,30390,30110.04,30301.81,1803.12593,54549115.8,64417
1.65E+12,20/05/2022 08:00,BTC/USDT,30256.74,30409.89,30151.89,30183.99,2095.49382,63459948.36,82081
1.65E+12,20/05/2022 07:00,BTC/USDT,30005.77,30362.16,29965.21,30256.74,2716.81758,82023939.8,75833
1.65E+12,20/05/2022 06:00,BTC/USDT,30185.39,30187.81,29850.51,30005.76,2104.50897,63092301.96,71601
1.65E+12,20/05/2022 05:00,BTC/USDT,30099.66,30194.27,30025.45,30185.39,1258.50356,37880993.41,68783
1.65E+12,20/05/2022 04:00,BTC/USDT,30175.04,30249.1,30012,30099.67,1621.85469,48895255.22,71708
1.65E+12,20/05/2022 03:00,BTC/USDT,30336.34,30345.24,30136.08,30175.03,1631.13443,49280636.3,54839
1.65E+12,20/05/2022 02:00,BTC/USDT,30475.58,30512.8,30228.63,30336.34,1661.00444,50382329.22,57323
1.65E+12,20/05/2022 01:00,BTC/USDT,30264,30777.33,30130.48,30475.57,4218.55549,128693128.6,111149
1.65E+12,20/05/2022 00:00,BTC/USDT,30319.22,30363.69,30142.93,30264.01,1324.28374,40069848.3,56082
1.65E+12,19/05/2022 23:00,BTC/USDT,30185.18,30450.11,30153.6,30319.23,2312.0794,70079793.81,78736
1.65E+12,19/05/2022 22:00,BTC/USDT,30276.24,30278.95,30110,30185.18,1537.95654,46411061.71,59570
1.65E+12,19/05/2022 21:00,BTC/USDT,30270.2,30486.57,30204.13,30276.23,2161.43399,65535330.64,84285
1.65E+12,19/05/2022 20:00,BTC/USDT,29967.4,30270.2,29950.45,30270.19,1633.87615,49169219.65,71583
1.65E+12,19/05/2022 19:00,BTC/USDT,30224.06,30306.64,29967.2,29967.4,2584.35903,77715138.37,93001
1.65E+12,19/05/2022 18:00,BTC/USDT,30191.17,30357.81,30136.74,30224.06,2672.7368,80816649.82,92017
1.65E+12,19/05/2022 17:00,BTC/USDT,30153.02,30266.41,29961.7,30191.17,3303.94509,99436587.93,104559
1.65E+12,19/05/2022 16:00,BTC/USDT,30389.45,30456.56,30086.84,30153.02,4384.76778,132725245.3,119497
1.65E+12,19/05/2022 15:00,BTC/USDT,29867.7,30545.18,29802.72,30389.45,7993.23976,241612258.3,162815
1.65E+12,19/05/2022 14:00,BTC/USDT,29517.32,29900,29504.68,29867.71,4561.55588,135774440.8,98853
1.65E+12,19/05/2022 13:00,BTC/USDT,29498.45,29777,29353.82,29517.33,5299.66903,156851338.1,97691
1.65E+12,19/05/2022 12:00,BTC/USDT,29499.81,29659.33,29380.89,29498.45,3403.10975,100380429.3,68040
1.65E+12,19/05/2022 11:00,BTC/USDT,29205.84,29540,29122.08,29500.2,3035.70713,89054999.1,71846
1.65E+12,19/05/2022 10:00,BTC/USDT,29009.99,29274.12,28932.63,29205.84,2408.97293,70116582.21,63404
1.65E+12,19/05/2022 09:00,BTC/USDT,28966.75,29061.94,28855.42,29010,2529.06491,73244601.29,65961
1.65E+12,19/05/2022 08:00,BTC/USDT,29192.13,29259.46,28950.06,28966.75,1877.8784,54677475.33,60593
1.65E+12,19/05/2022 07:00,BTC/USDT,29319.92,29353.8,29084,29192.13,2071.901,60529539.24,66698
1.65E+12,19/05/2022 06:00,BTC/USDT,29059.99,29432.8,29059.99,29319.92,2352.0316,68736594.7,69704
1.65E+12,19/05/2022 05:00,BTC/USDT,29096.77,29200,29029.88,29059.99,1647.65045,47947507.75,50450
1.65E+12,19/05/2022 04:00,BTC/USDT,29196.77,29286.32,29085.26,29096.77,1254.46341,36623831.39,39885
1.65E+12,19/05/2022 03:00,BTC/USDT,29167.97,29322.8,29086.8,29196.78,2487.55093,72646452.31,60898
1.65E+12,19/05/2022 02:00,BTC/USDT,28766.73,29337.52,28691.38,29167.98,2948.32136,85580344.61,73484
1.65E+12,19/05/2022 01:00,BTC/USDT,28915.79,29044.29,28723,28766.72,1389.16532,40168090.5,56039
1.65E+12,19/05/2022 00:00,BTC/USDT,28715.33,29056.56,28700.01,28915.78,2025.92751,58526623.67,51171
1.65E+12,18/05/2022 23:00,BTC/USDT,28976.15,29100,28654.47,28715.32,2419.4048,69776612.68,48889
1.65E+12,18/05/2022 22:00,BTC/USDT,29208.31,29411.07,28911.05,28976.15,2563.27329,74691939.98,43905
1.65E+12,18/05/2022 21:00,BTC/USDT,29236.48,29349.21,29100,29208.32,1212.56031,35436402.87,48002
1.65E+12,18/05/2022 20:00,BTC/USDT,29276.55,29293.4,28960.87,29236.47,2141.94198,62409741.61,62577
1.65E+12,18/05/2022 19:00,BTC/USDT,29207.12,29538.19,29185,29276.55,3283.51527,96301141.34,77043
1.65E+12,18/05/2022 18:00,BTC/USDT,28986.63,29263.24,28881.35,29207.12,2825.09476,82146606.75,61068
1.65E+12,18/05/2022 17:00,BTC/USDT,29222.93,29227.43,28929.41,28986.62,2451.11228,71266974.54,64082
1.65E+12,18/05/2022 16:00,BTC/USDT,28984.98,29290,28750,29222.94,4157.82241,120560246.6,78486
1.65E+12,18/05/2022 15:00,BTC/USDT,29240,29241.85,28875,28984.99,4392.70808,127482442,80971
1.65E+12,18/05/2022 14:00,BTC/USDT,29348.79,29500,29064.74,29240.01,3495.13411,102362631.6,70188
1.65E+12,18/05/2022 13:00,BTC/USDT,29549.5,29680,29289.23,29348.78,5254.46966,154925963.7,85837
1.65E+12,18/05/2022 12:00,BTC/USDT,29833.59,29909.66,29514.13,29549.51,2553.04538,75857469.3,56119
1.65E+12,18/05/2022 11:00,BTC/USDT,29950.94,29972.08,29753.66,29833.58,1610.15741,48046970.86,46275
1.65E+12,18/05/2022 10:00,BTC/USDT,29957.34,30046.79,29903.37,29950.93,2238.646,67115877.82,50303
1.65E+12,18/05/2022 09:00,BTC/USDT,29875.17,30023.85,29760.42,29957.35,2314.67153,69181723.39,60118
1.65E+12,18/05/2022 08:00,BTC/USDT,29910.25,29952.93,29742.99,29875.17,1620.48063,48330029.25,54455
1.65E+12,18/05/2022 07:00,BTC/USDT,29742.23,29918.2,29682.97,29910.25,1861.88412,55493719.41,53746
1.65E+12,18/05/2022 06:00,BTC/USDT,30032.19,30090.51,29739.02,29742.23,1746.35981,52254108.92,42431
1.65E+12,18/05/2022 05:00,BTC/USDT,29829.99,30051.02,29799.99,30032.2,2466.70875,73910695.18,50432
1.65E+12,18/05/2022 04:00,BTC/USDT,29831.4,29934.13,29754.6,29830,1780.21955,53131324.53,45174
1.65E+12,18/05/2022 03:00,BTC/USDT,30216.22,30221.41,29732.49,29831.4,2812.35207,84139922.38,61495
1.65E+12,18/05/2022 02:00,BTC/USDT,30125.41,30237.27,30087.7,30216.22,1371.38328,41378843.1,42138
1.65E+12,18/05/2022 01:00,BTC/USDT,30501.57,30513.77,30063.18,30125.4,1664.13591,50418827.81,45234
1.65E+12,18/05/2022 00:00,BTC/USDT,30444.93,30709.99,30416.34,30501.58,1512.0766,46223620.47,50244
1.65E+12,17/05/2022 23:00,BTC/USDT,30351.46,30569.99,30351.46,30444.93,1481.62909,45171756.35,36777
1.65E+12,17/05/2022 22:00,BTC/USDT,30551.8,30609.25,30237.18,30351.47,2284.81718,69468844.62,38563
1.65E+12,17/05/2022 21:00,BTC/USDT,30106.56,30669,30080,30551.79,2010.38883,61051474.95,45205
1.65E+12,17/05/2022 20:00,BTC/USDT,30097.1,30219.51,30045.85,30106.56,1363.67315,41102849.22,40163
1.65E+12,17/05/2022 19:00,BTC/USDT,29851.95,30320,29807.45,30097.09,4044.01764,121826366.1,73722
1.65E+12,17/05/2022 18:00,BTC/USDT,30090.75,30244,29450.38,29851.95,6529.62536,194327815.2,120208
1.65E+12,17/05/2022 17:00,BTC/USDT,30145.93,30272.38,30084.72,30090.76,2256.774,68138788.82,56806
1.65E+12,17/05/2022 16:00,BTC/USDT,30153.74,30223,29883.91,30145.93,2930.21932,88083154.38,53741
1.65E+12,17/05/2022 15:00,BTC/USDT,30066.01,30232.8,29976.37,30153.74,3080.91116,92710195.47,60543
1.65E+12,17/05/2022 14:00,BTC/USDT,30516.66,30557.48,29944.48,30066.01,5046.2805,152401819.5,78729
1.65E+12,17/05/2022 13:00,BTC/USDT,30585.45,30748,30388.22,30516.67,3269.62275,99978379.87,60368
1.65E+12,17/05/2022 12:00,BTC/USDT,30319.48,30650,30290,30585.44,2767.36127,84385097.47,53305
1.65E+12,17/05/2022 11:00,BTC/USDT,30456.89,30529.69,30271.21,30319.47,2264.85476,68832343.24,46624
1.65E+12,17/05/2022 10:00,BTC/USDT,30643.05,30650.3,30448.48,30456.89,1336.62797,40828338.53,33863
1.65E+12,17/05/2022 09:00,BTC/USDT,30577.16,30732.97,30566.92,30643.05,1512.75715,46358355.69,34260
1.65E+12,17/05/2022 08:00,BTC/USDT,30412.05,30788.37,30395,30577.16,1972.84706,60360852.08,42158
1.65E+12,17/05/2022 07:00,BTC/USDT,30530,30578.14,30352,30412.06,1276.6721,38875822,36010
1.65E+12,17/05/2022 06:00,BTC/USDT,30466.17,30544.8,30351.14,30529.99,1205.70619,36694197.72,35403
1.65E+12,17/05/2022 05:00,BTC/USDT,30384.61,30530,30282.76,30466.17,1527.06104,46386558.08,32330
1.65E+12,17/05/2022 04:00,BTC/USDT,30363.59,30438.95,30244.52,30384.61,1333.88873,40462104.54,31358
1.65E+12,17/05/2022 03:00,BTC/USDT,30064.99,30508,30020.3,30363.59,2611.6395,79150640.52,48685
1.65E+12,17/05/2022 02:00,BTC/USDT,29998.26,30140.89,29894.72,30065,1006.19778,30199047.45,28106
1.65E+12,17/05/2022 01:00,BTC/USDT,30150.03,30180.78,29780.97,29998.27,1820.4552,54506311.35,48070
1.65E+12,17/05/2022 00:00,BTC/USDT,29874.01,30227.79,29807.16,30150.03,1790.10534,53808017.88,40385
1.65E+12,16/05/2022 23:00,BTC/USDT,30018.45,30107.85,29827.92,29874.01,1580.13824,47320520.89,34280
1.65E+12,16/05/2022 22:00,BTC/USDT,30170.01,30225.94,29980.02,30018.45,2121.64277,63938574.96,36244
1.65E+12,16/05/2022 21:00,BTC/USDT,29943.47,30259.78,29906.59,30170,2203.09323,66278290.34,57833
1.65E+12,16/05/2022 20:00,BTC/USDT,29576.7,29958.18,29543.46,29943.48,1406.14585,41780110.98,35369
1.65E+12,16/05/2022 19:00,BTC/USDT,29906.86,29976.94,29543.27,29576.7,2409.7138,71781863.82,50452
1.65E+12,16/05/2022 18:00,BTC/USDT,29727.47,29985.3,29673.67,29906.86,2633.86299,78633563.37,63093
1.65E+12,16/05/2022 17:00,BTC/USDT,29317.98,29819.72,29255.68,29727.47,2963.85305,87693746.74,75042
1.65E+12,16/05/2022 16:00,BTC/USDT,29676.56,29746.26,29087.04,29317.97,4438.19006,130458944.2,98752
1.65E+12,16/05/2022 15:00,BTC/USDT,29489.46,29734.63,29313.48,29676.56,4119.14717,121694487,90675
1.65E+12,16/05/2022 14:00,BTC/USDT,29519.14,29842.88,29450.53,29489.45,3161.48561,93728325.05,80588
1.65E+12,16/05/2022 13:00,BTC/USDT,29893.44,30082.91,29450,29519.14,5732.86986,170646521.5,110284
1.65E+12,16/05/2022 12:00,BTC/USDT,29950.95,30252.77,29583.83,29893.45,5443.1339,162763636.1,104104
1.65E+12,16/05/2022 11:00,BTC/USDT,30177.89,30202.18,29918.81,29950.95,2414.71277,72522147.44,66403
1.65E+12,16/05/2022 10:00,BTC/USDT,29611.29,30205,29433.9,30177.89,4060.74717,121276388.5,82689
1.65E+12,16/05/2022 09:00,BTC/USDT,29797.9,29797.91,29470,29611.29,2713.75496,80448918.26,69251
1.65E+12,16/05/2022 08:00,BTC/USDT,29593.89,29900,29574.06,29797.9,2603.53405,77454522.3,63303
1.65E+12,16/05/2022 07:00,BTC/USDT,29578.3,29741.28,29258,29593.89,3162.7921,93334660.64,59740
1.65E+12,16/05/2022 06:00,BTC/USDT,30291.12,30291.12,29376.2,29578.31,6918.515,205651571.2,113656
1.65E+12,16/05/2022 05:00,BTC/USDT,30330,30473.31,30250.01,30291.11,1476.27189,44847112.35,35038
1.65E+12,16/05/2022 04:00,BTC/USDT,30323.23,30443.04,30132.86,30330.01,1703.80175,51664138.93,39731
1.65E+12,16/05/2022 03:00,BTC/USDT,30496.36,30520.87,30211.32,30323.23,1621.39927,49162220.89,32481
1.65E+12,16/05/2022 02:00,BTC/USDT,30776.05,30780,30376,30496.35,2662.42791,81230890.06,52926
1.65E+12,16/05/2022 01:00,BTC/USDT,31111.5,31159.52,30686.55,30776.06,3244.77632,100077898.4,59029
1.65E+12,16/05/2022 00:00,BTC/USDT,31328.89,31328.9,31048,31111.5,2286.18686,71178681.72,50991
1.65E+12,15/05/2022 23:00,BTC/USDT,31090.7,31397.93,31047.61,31328.89,1606.32115,50123514.19,36330
1.65E+12,15/05/2022 22:00,BTC/USDT,31075.87,31460,31075.36,31090.7,3106.7429,97020891.97,57687
1.65E+12,15/05/2022 21:00,BTC/USDT,31058.19,31220,30858.01,31075.87,2055.70975,63748045.67,46351
1.65E+12,15/05/2022 20:00,BTC/USDT,30457.88,31180,30355.22,31058.19,5900.34861,182188113.8,129929
1.65E+12,15/05/2022 19:00,BTC/USDT,30312.11,30500,30190,30457.88,1443.98443,43814705.98,37442
1.65E+12,15/05/2022 18:00,BTC/USDT,29990.01,30423,29936.49,30312.1,1902.52848,57419354.74,44056
1.65E+12,15/05/2022 17:00,BTC/USDT,30213.05,30293.22,29962.95,29990,1233.80988,37201748.68,31497
1.65E+12,15/05/2022 16:00,BTC/USDT,30013.46,30296.36,29950.01,30213.05,1946.545,58613787.51,45671
1.65E+12,15/05/2022 15:00,BTC/USDT,29974.67,30178.41,29847.82,30013.47,1516.2471,45467257.01,40374
1.65E+12,15/05/2022 14:00,BTC/USDT,30181.92,30223.34,29782.01,29974.67,2491.0891,74654530.04,46655
1.65E+12,15/05/2022 13:00,BTC/USDT,30309.99,30400,30100,30181.92,1968.76131,59513809.45,45002
1.65E+12,15/05/2022 12:00,BTC/USDT,30241.46,30561.37,30178.55,30310,2931.84734,89036505.39,62064
1.65E+12,15/05/2022 11:00,BTC/USDT,29947.04,30327.68,29783.78,30241.46,3154.0121,94928479.4,55049
1.65E+12,15/05/2022 10:00,BTC/USDT,29757.23,29952.01,29564.47,29947.03,1351.45212,40192758.05,31318
1.65E+12,15/05/2022 09:00,BTC/USDT,29587.86,29794.53,29551.92,29757.22,1121.00979,33269121.31,30572
1.65E+12,15/05/2022 08:00,BTC/USDT,29826,29859.55,29547.48,29587.86,1320.55139,39204293.73,35167
1.65E+12,15/05/2022 07:00,BTC/USDT,29961.08,30061.54,29785.56,29825.99,1616.6976,48349815.09,34844
1.65E+12,15/05/2022 06:00,BTC/USDT,29802.33,30008.33,29716.46,29961.08,1325.40016,39553841.64,31555
1.65E+12,15/05/2022 05:00,BTC/USDT,29614.11,29839.56,29495.62,29802.34,1202.26267,35683187.06,30800
1.65E+12,15/05/2022 04:00,BTC/USDT,29721.66,29799,29480,29614.12,1111.16595,32950774.91,25700
1.65E+12,15/05/2022 03:00,BTC/USDT,29850,29900.69,29553.47,29721.65,1098.92167,32642919.15,26734
1.65E+12,15/05/2022 02:00,BTC/USDT,29936.7,30076.08,29746,29849.99,1431.24665,42738432.24,30357
1.65E+12,15/05/2022 01:00,BTC/USDT,29963.55,29996.62,29818.85,29936.69,1445.66819,43208039.63,27084
1.65E+12,15/05/2022 00:00,BTC/USDT,30086.74,30273.21,29933.73,29963.54,1993.34578,59975999.59,34531
1.65E+12,14/05/2022 23:00,BTC/USDT,30239.33,30300,29900,30086.74,2129.52767,64098612.15,37041
1.65E+12,14/05/2022 22:00,BTC/USDT,29701.15,30343.27,29578.28,30239.33,2660.41806,79580156.72,48406
1.65E+12,14/05/2022 21:00,BTC/USDT,29380.36,29886.68,29365.2,29701.15,1274.72069,37733156.83,35777
1.65E+12,14/05/2022 20:00,BTC/USDT,29338.79,29653.69,29300,29380.36,1366.23736,40235779.87,34086
1.65E+12,14/05/2022 19:00,BTC/USDT,29526.57,29650,29285.19,29338.78,1836.70139,54093515.69,35616
1.65E+12,14/05/2022 18:00,BTC/USDT,29613.09,29942.82,29464.07,29526.58,3567.72511,106045636.7,60748
1.65E+12,14/05/2022 17:00,BTC/USDT,29351.5,29626.06,29250,29613.1,2215.29536,65228147.41,51864
1.65E+12,14/05/2022 16:00,BTC/USDT,28818.05,29694.15,28630,29351.51,3995.66511,116596599.7,80496
1.65E+12,14/05/2022 15:00,BTC/USDT,28942.73,29098.08,28768,28818.06,1633.8505,47231803.41,43394
1.65E+12,14/05/2022 14:00,BTC/USDT,28835.23,28981.5,28660.76,28942.74,2454.75831,70720209.06,55999
1.65E+12,14/05/2022 13:00,BTC/USDT,29102.21,29169.1,28786.76,28835.22,2671.76609,77306089.95,64765
1.65E+12,14/05/2022 12:00,BTC/USDT,29074.24,29260.29,28949.35,29102.21,2171.69093,63182554.42,52552
1.65E+12,14/05/2022 11:00,BTC/USDT,29321.18,29374.14,28830,29074.24,5336.9299,155031267.8,102786
1.65E+12,14/05/2022 10:00,BTC/USDT,29495.69,29590.99,29252.19,29321.18,1953.16818,57396021.88,58759
1.65E+12,14/05/2022 09:00,BTC/USDT,29538.32,29599.41,29364,29495.68,1850.89921,54544100.55,52736
1.65E+12,14/05/2022 08:00,BTC/USDT,29431.58,29599.51,29361.01,29538.33,1194.9528,35214855.49,40344
1.65E+12,14/05/2022 07:00,BTC/USDT,29510.26,29584.1,29400,29431.59,1057.35956,31190912.14,33595
1.65E+12,14/05/2022 06:00,BTC/USDT,29451.95,29611.7,29390.2,29510.26,1046.08964,30857982.63,38659
1.65E+12,14/05/2022 05:00,BTC/USDT,29355.87,29526.83,29271.84,29451.96,1197.19198,35206388.91,40625
1.65E+12,14/05/2022 04:00,BTC/USDT,29569.89,29591.71,29200,29355.87,2046.54519,60123396.87,55192
1.65E+12,14/05/2022 03:00,BTC/USDT,29524.45,29688,29466.84,29569.89,1681.71065,49712904.28,40471
1.65E+12,14/05/2022 02:00,BTC/USDT,29706.35,29769.27,29513.37,29524.44,1467.34231,43528469.52,39635
1.65E+12,14/05/2022 01:00,BTC/USDT,29507.47,29824.69,29368.23,29706.36,2144.64476,63590702.92,49927
1.65E+12,14/05/2022 00:00,BTC/USDT,29287.05,29622.69,29219.37,29507.47,2140.68787,63034188.56,51153
1.65E+12,13/05/2022 23:00,BTC/USDT,29809.47,29850,29200,29287.05,3504.14425,103075809.5,62129
1.65E+12,13/05/2022 22:00,BTC/USDT,30046.65,30139.16,29801,29809.47,1218.72625,36499241.34,31544
1.65E+12,13/05/2022 21:00,BTC/USDT,29798.11,30100,29704.13,30046.65,883.9747,26432539.24,33964
1.65E+12,13/05/2022 20:00,BTC/USDT,30084.1,30125.02,29781.73,29798.11,1545.2948,46289490.01,41846
1.65E+12,13/05/2022 19:00,BTC/USDT,30131.99,30236.81,29950.07,30084.11,2592.04538,77930138.96,56978
1.65E+12,13/05/2022 18:00,BTC/USDT,29599.65,30250,29382.66,30131.98,5701.69046,169431661.9,94099
1.65E+12,13/05/2022 17:00,BTC/USDT,29939.96,30299,29561,29599.65,4775.93752,142935122,89947
1.65E+12,13/05/2022 16:00,BTC/USDT,30340,30537.78,29733,29939.96,6102.55466,183476977.7,109209
1.65E+12,13/05/2022 15:00,BTC/USDT,30692.08,30730,30227.62,30339.99,3555.08734,108419044.7,85954
1.65E+12,13/05/2022 14:00,BTC/USDT,30750,31033,30619,30692.08,4856.67053,149753195.2,90676
1.65E+12,13/05/2022 13:00,BTC/USDT,30719.3,30870,30346.51,30749.99,5712.20131,174922452.3,125361
1.65E+12,13/05/2022 12:00,BTC/USDT,30668.07,30837,30451,30719.31,4103.04595,125723170,146568
1.65E+12,13/05/2022 11:00,BTC/USDT,30475.71,30762.71,30246.92,30668.08,3783.81184,115389333.7,99140
1.65E+12,13/05/2022 10:00,BTC/USDT,30442.54,30600.69,30180,30475.72,2537.82262,77049404.37,52387
1.65E+12,13/05/2022 09:00,BTC/USDT,30335.38,30767.38,30333.33,30442.54,3896.06074,118977643.5,69568
1.65E+12,13/05/2022 08:00,BTC/USDT,30171.13,30459.15,30171.13,30335.38,3012.60834,91260961.39,68856
1.65E+12,13/05/2022 07:00,BTC/USDT,30390.76,30513.12,30154.24,30171.13,4502.19123,136603854,102588
1.65E+12,13/05/2022 06:00,BTC/USDT,30531.19,30690,30327.56,30390.75,2924.42294,89208630.49,78229
1.65E+12,13/05/2022 05:00,BTC/USDT,30471.59,31083.37,30425.85,30532.64,6509.45949,200296854.3,122345
1.65E+12,13/05/2022 04:00,BTC/USDT,30582.54,30624.77,30266.92,30471.6,3680.05664,112026866.4,83462
1.65E+12,13/05/2022 03:00,BTC/USDT,30140.98,30800,30025,30582.54,7075.86497,215889517.8,134280
1.65E+12,13/05/2022 02:00,BTC/USDT,29522.94,30225.02,29420.01,30140.97,6633.08826,198164713.8,120273
1.65E+12,13/05/2022 01:00,BTC/USDT,29545.38,29747.7,29255.25,29522.93,3986.91116,117591480.2,71946
1.65E+12,13/05/2022 00:00,BTC/USDT,29029.74,29605,28751.67,29545.39,4778.69819,139507702.2,80551
1.65E+12,12/05/2022 23:00,BTC/USDT,28824.1,29300,28821.2,29029.75,3835.2127,111539392.8,68178
1.65E+12,12/05/2022 22:00,BTC/USDT,28445.2,28843.7,28344.98,28821.52,3446.31937,98482693.13,62864
1.65E+12,12/05/2022 21:00,BTC/USDT,28614.38,28623.38,28001,28445.2,2776.6068,78735480.51,76845
1.65E+12,12/05/2022 20:00,BTC/USDT,28640,28982.48,28500,28617.1,2729.0306,78329777.16,67402
1.65E+12,12/05/2022 19:00,BTC/USDT,28352.19,28897.19,28286.56,28641.15,4004.1161,114430304.6,82275
1.65E+12,12/05/2022 18:00,BTC/USDT,28648.86,28812.06,28186.74,28352.18,4091.54693,116555435.9,87137
1.65E+12,12/05/2022 17:00,BTC/USDT,29708.84,29763.41,28536.41,28648.87,5818.21765,169582275.7,115441
1.65E+12,12/05/2022 16:00,BTC/USDT,29021.26,29967.03,28928.58,29701.1,8843.03004,261302196.4,151533
1.65E+12,12/05/2022 15:00,BTC/USDT,29580.94,29813,29018.94,29021.27,8833.36733,260116808.5,165550
1.65E+12,12/05/2022 14:00,BTC/USDT,28208.32,29672.35,27970.82,29580.94,10217.30276,294046276.5,169220
1.65E+12,12/05/2022 13:00,BTC/USDT,28506.3,28891,27902.95,28208.31,8011.80828,227189218.7,163237
1.65E+12,12/05/2022 12:00,BTC/USDT,28472.98,28777.28,27955,28506.3,6607.15895,187248325.5,168405
1.65E+12,12/05/2022 11:00,BTC/USDT,28622.31,29294,28325,28472.98,7086.66545,203627770.7,162715
1.65E+12,12/05/2022 10:00,BTC/USDT,28061.74,28929.85,27750,28622.32,7442.23889,211030826.1,189361
1.65E+12,12/05/2022 09:00,BTC/USDT,28112.81,28535.07,27906.64,28061.73,7016.58804,197791858.9,163341
1.65E+12,12/05/2022 08:00,BTC/USDT,28193.4,28323.9,27477.7,28112.8,10474.28206,292635908.7,216698
1.65E+12,12/05/2022 07:00,BTC/USDT,27114.84,28643.93,26750,28193.4,21433.68996,594608718.7,396855
